Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,t=0 (Prime); WT YAP; Abundance 1221003,t=24 (NMP); WT YAP; Abundance 1221004,t=36; WT YAP; Abundance 1221005,t=48 (PSM); WT YAP; Abundance 1221006,t=0 (Prime); WT TAZ; Abundance 1221007,t=24 (NMP); WT TAZ; Abundance 1221008,t=36; WT TAZ; Abundance 1221009,t=48 (PSM); WT TAZ; Abundance 1221010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TBC3,SH3KBP1-binding protein 1 OS=Homo sapiens OX=9606 GN=SHKBP1 PE=1 SV=2,8,4,13,4,76.3,SHKBP1,1036725.31,1321360.94,841224.77,749045.45,736295.59,1625624.25,472241.20,950818.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95453,Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1,9,5,13,5,73.4,PARN,1428697.41,1551783.11,666407.21,914857.59,305575.78,2199380.63,2115548.17,674085.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14562,ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1,2,2,13,1,139.2,DHX8,298843.09,285462.06,,130034.45,99116.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86VM9,Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2,9,7,12,7,106.3,ZC3H18,1944664.35,3126934.69,459592.59,2585167.22,1007435.76,2550852.52,2537303.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13111,Chromatin assembly factor 1 subunit A OS=Homo sapiens OX=9606 GN=CHAF1A PE=1 SV=3,5,4,12,4,106.8,CHAF1A,202748.48,597218.94,481588.63,653691.40,294105.11,1020529.86,843307.02,381146.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P0DI83,"Ras-related protein Rab-34, isoform NARR OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1",30,5,12,5,21.1,RAB34,503503.39,2694476.63,1573986.40,1514455.84,,808773.44,1147513.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NFW8,N-acylneuraminate cytidylyltransferase OS=Homo sapiens OX=9606 GN=CMAS PE=1 SV=2,14,5,12,5,48.3,CMAS,735908.22,3749267.88,1016306.95,907285.94,679140.85,3849517.69,1632672.19,46281.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14444,Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2,6,4,12,4,78.3,CAPRIN1,1946792.88,2290782.38,853630.89,751432.97,629437.94,2638581.63,1635780.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N684,Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1,12,5,12,5,52,CPSF7,842746.59,1703991.19,350197.57,833488.06,397773.70,1468229.44,1069489.25,48006.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92974,Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=4,8,6,12,6,111.5,ARHGEF2,729601.69,2498790.78,365646.80,448887.57,184021.10,2301426.22,1347276.78,103332.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BZJ0,Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=4,8,5,12,5,100.4,CRNKL1,366177.66,3620733.13,1070562.14,1865416.66,516704.53,2231410.28,1954758.09,646664.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P10620,Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1,18,2,12,2,17.6,MGST1,608097.81,1243090.81,242307.33,362909.39,187195.88,1287836.03,942602.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y295,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1,17,5,12,5,40.5,DRG1,554608.11,3507438.31,921874.92,509744.17,363642.78,3779070.63,1143949.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P42677,40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3,31,3,12,2,9.5,RPS27,460859.06,8574746.75,1847512.54,2167590.41,1322324.09,9157394.63,3198003.56,112060.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14202,Zinc finger MYM-type protein 3 OS=Homo sapiens OX=9606 GN=ZMYM3 PE=1 SV=2,2,4,12,2,152.3,ZMYM3,585019.38,1192321.94,293825.38,347508.13,343063.71,957454.81,554933.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7L2E3,ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,5,6,12,6,133.9,DHX30,379694.89,1709668.28,340510.38,369787.85,493235.16,1553772.25,1172057.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15637,Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4,7,3,12,3,68.3,SF1,290791.88,1320874.59,430431.44,263341.88,104021.16,1123893.31,616295.31,104445.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,A8MWD9,Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2,26,3,12,3,8.5,SNRPGP15,310614.03,1138748.72,327671.48,397039.81,223128.08,5033227.88,713578.56,23252.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9HCS7,Pre-mRNA-splicing factor SYF1 OS=Homo sapiens OX=9606 GN=XAB2 PE=1 SV=2,10,7,12,7,99.9,XAB2,518670.31,902640.28,235310.49,97929.57,93601.23,1014738.81,305788.31,628252.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P289,Serine/threonine-protein kinase 26 OS=Homo sapiens OX=9606 GN=STK26 PE=1 SV=2,9,4,12,4,46.5,STK26,73461.03,2095270.75,418603.48,310019.76,340493.59,1828998.88,658264.53,26480.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4,12,5,12,5,57.9,PKM,450322.70,1389888.28,692296.69,874488.49,443241.28,1457345.98,1189148.45,40015.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NZ01,Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1,18,6,12,6,36,TECR,937929.55,2032138.94,643575.16,1776564.00,303606.95,3361198.53,1556850.11,34215.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y5S2,Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2,4,6,12,6,194.2,CDC42BPB,1219053.06,1639110.63,658857.27,765452.05,410272.43,1820602.53,940469.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15164,Transcription intermediary factor 1-alpha OS=Homo sapiens OX=9606 GN=TRIM24 PE=1 SV=3,5,5,12,4,116.8,TRIM24,1280311.80,1599357.28,134966.45,457743.56,924614.78,1560938.19,494583.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q00325,"Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2",13,5,12,5,40.1,SLC25A3,2690313.38,5034924.59,1357313.53,1478654.57,1033720.17,5311303.28,1359661.05,826664.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96ST3,Paired amphipathic helix protein Sin3a OS=Homo sapiens OX=9606 GN=SIN3A PE=1 SV=2,3,3,11,3,145.1,SIN3A,112305.57,336316.31,71071.60,144191.02,,,178864.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,8,5,11,5,66.1,FARSB,790855.63,22569824.97,13794321.17,20289840.52,150198.14,1659191.75,861685.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5VT52,Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPRD2 PE=1 SV=1,7,7,11,7,155.9,RPRD2,,483110.94,51627.30,429698.54,38073.45,1031661.86,682227.39,39927.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,10,4,11,4,60.3,TCP1,425021.77,1239976.31,217333.59,245315.00,376392.89,1296204.63,535603.36,61435.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NTJ3,Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2,4,5,11,5,147.1,SMC4,5391526.42,1230122.92,388347.45,355805.13,452246.09,2120941.22,1580511.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N9T8,Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3,6,4,11,4,82.5,KRI1,276704.56,1967042.44,316713.94,,660328.44,1797381.81,1054243.39,181857.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96A33,PAT complex subunit CCDC47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1,16,6,11,6,55.8,CCDC47,867232.81,2072465.47,570913.63,261250.61,80844.89,725056.09,1541508.66,327921.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y221,60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1,43,6,11,6,20.4,NIP7,60202.95,1532675.25,215653.56,687664.72,193804.05,2386622.53,405386.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86WX3,Active regulator of SIRT1 OS=Homo sapiens OX=9606 GN=RPS19BP1 PE=1 SV=1,18,2,11,2,15.4,RPS19BP1,760936.70,247203.53,319690.69,590642.90,120053.45,1440577.75,594269.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P78346,Ribonuclease P protein subunit p30 OS=Homo sapiens OX=9606 GN=RPP30 PE=1 SV=1,25,5,11,5,29.3,RPP30,307656.03,1697244.00,260543.80,451066.21,139145.13,1835336.34,252583.45,80886.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95478,Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens OX=9606 GN=NSA2 PE=1 SV=1,12,2,11,2,30,NSA2,1059626.20,1943907.47,357012.53,1008870.44,176648.59,1968714.66,442849.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UIF9,Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens OX=9606 GN=BAZ2A PE=1 SV=4,2,4,11,4,211.1,BAZ2A,268222.72,401916.97,,,189677.58,355278.84,194222.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8NEJ9,Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1,15,4,11,4,35.9,NGDN,917017.88,2585774.38,659252.67,1293049.06,,3553115.81,784981.22,96920.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60841,Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4,6,6,11,6,138.7,EIF5B,636995.25,2406193.06,275914.50,250016.27,129222.23,1708850.22,655682.81,59889.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75683,Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,10,4,11,4,41.4,SURF6,392627.59,496318.41,82652.92,144425.03,95145.99,928531.50,682034.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q5T0N5,Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3,13,7,11,7,70,FNBP1L,869430.48,2840665.75,594967.68,372327.43,100738.80,5218325.34,2494855.91,67821.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q12789,General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4,3,6,11,6,238.7,GTF3C1,591196.06,1701049.69,494152.63,484888.28,218238.37,1711289.30,1028650.74,85929.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UGP8,Translocation protein SEC63 homolog OS=Homo sapiens OX=9606 GN=SEC63 PE=1 SV=2,11,6,11,6,87.9,SEC63,441643.50,2189540.32,430722.95,609698.38,401494.57,1913563.28,1677775.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P14635,G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1,13,5,11,5,48.3,CCNB1,837182.92,1893112.84,726461.91,644903.56,,2126399.16,1232301.80,333734.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y2W2,WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1,10,5,11,5,70,WBP11,288673.28,2114888.91,892882.31,799592.59,687338.30,3238471.59,1344327.46,1273848.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UJC5,SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens OX=9606 GN=SH3BGRL2 PE=1 SV=2,45,3,11,3,12.3,SH3BGRL2,500931.97,4369305.00,520826.70,507500.76,161625.52,2316123.94,293680.72,34103.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q06787,Fragile X messenger ribonucleoprotein 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1,5,3,11,2,71.1,FMR1,,213703.78,,74355.99,48907.41,275973.38,189142.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NQT4,Exosome complex component RRP46 OS=Homo sapiens OX=9606 GN=EXOSC5 PE=1 SV=1,13,3,11,3,25.2,EXOSC5,1549291.39,5487162.50,1133576.81,903605.66,494035.31,5000760.13,1114153.41,17359.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96I25,Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1,7,3,11,3,44.9,RBM17,427572.05,1108113.52,439840.02,980245.00,308614.89,1959919.33,1049558.94,266097.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BZF1,Oxysterol-binding protein-related protein 8 OS=Homo sapiens OX=9606 GN=OSBPL8 PE=1 SV=3,4,3,11,3,101.1,OSBPL8,1587525.55,2133313.66,166792.52,518413.68,318668.71,1664116.66,1076512.55,153162.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96FV9,THO complex subunit 1 OS=Homo sapiens OX=9606 GN=THOC1 PE=1 SV=1,10,6,10,6,75.6,THOC1,325153.31,1928431.00,256667.69,349826.53,235095.23,1300148.63,537726.84,175868.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P26641,Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,5,2,10,2,50.1,EEF1G,437847.09,1609132.44,227696.68,304959.30,227304.03,1363103.16,549525.28,22807.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NQT5,Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3,10,2,10,2,29.6,EXOSC3,867243.63,2359580.38,392337.56,871221.44,130893.36,2373032.72,467675.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NPE3,H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1,38,2,10,2,7.7,NOP10,605572.81,1538681.94,546652.98,44460.97,101662.24,1229487.75,333282.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14781,Chromobox protein homolog 2 OS=Homo sapiens OX=9606 GN=CBX2 PE=1 SV=2,8,4,10,4,56,CBX2,327099.15,771185.58,261439.88,370932.27,284726.69,957375.96,571447.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75521,Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4,10,3,10,3,43.6,ECI2,1071648.22,1821691.22,667732.44,145135.30,110126.70,1763476.31,277067.27,41970.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96P11,28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2,8,3,10,3,46.7,NSUN5,,848412.91,164689.37,286875.86,,644228.66,365917.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13769,THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2,10,5,10,5,78.5,THOC5,497851.77,1770249.81,454735.99,726476.88,,1536765.53,500997.19,330159.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NWH9,SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2,3,3,10,3,117.1,SLTM,555726.81,1349279.00,184771.13,284689.66,698156.44,1276325.06,473200.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1,10,7,10,7,100,CTNNA1,1047766.53,1493550.66,182022.23,119898.20,167877.48,1340686.81,763633.45,57085.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96KQ7,Histone-lysine N-methyltransferase EHMT2 OS=Homo sapiens OX=9606 GN=EHMT2 PE=1 SV=3,6,5,10,5,132.3,EHMT2,426196.00,3210694.53,1161510.16,505489.15,327589.79,683756.38,962340.48,70728.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UKS6,Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens OX=9606 GN=PACSIN3 PE=1 SV=2,8,3,10,3,48.5,PACSIN3,214769.77,383674.34,103461.36,,103718.88,445354.34,255407.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P2D1,Chromodomain-helicase-DNA-binding protein 7 OS=Homo sapiens OX=9606 GN=CHD7 PE=1 SV=3,1,2,10,1,335.7,CHD7,,245332.19,,62930.04,42545.21,301521.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9BXS6,Nucleolar and spindle-associated protein 1 OS=Homo sapiens OX=9606 GN=NUSAP1 PE=1 SV=1,11,3,10,3,49.4,NUSAP1,775678.42,1109977.25,466753.98,471188.70,483000.38,896964.06,619722.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60885,Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2,6,7,10,5,152.1,BRD4,242928.58,2549752.55,565229.51,1283514.72,381682.82,2597762.08,1406050.95,142627.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1",19,4,10,4,30.2,NDUFS3,191941.14,1775482.92,391979.77,527837.30,509115.61,1145690.59,522609.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2,3,3,10,3,132.7,CCAR1,235201.76,1020050.13,385775.80,924763.78,387284.41,904872.94,1037211.81,211846.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6UN15,Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1,12,5,10,5,66.5,FIP1L1,287925.41,752841.38,134767.76,1081218.66,232540.88,1055432.58,705676.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NUD5,Zinc finger CCHC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ZCCHC3 PE=1 SV=2,9,3,10,3,43.5,ZCCHC3,,584825.02,92886.64,156628.42,85509.10,681299.13,386504.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00151,PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4,21,4,10,4,36,PDLIM1,732474.13,1808553.78,192170.52,247931.19,119067.58,1731991.75,224226.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q02241,Kinesin-like protein KIF23 OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=3,8,6,10,6,110,KIF23,312151.38,796645.44,,87541.95,91439.79,1180263.34,434977.59,33386.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6IBS0,Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2,20,4,10,4,39.5,TWF2,673956.09,1560668.72,67030.01,514750.17,117091.66,952034.56,362355.20,25742.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,2,5,10,5,251.3,ASCC3,532043.36,1042121.09,172357.93,143283.00,404909.72,2148164.94,988272.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96EV2,RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3,3,2,10,2,129.9,RBM33,154737.50,1171724.41,426222.14,746313.16,460252.99,1205416.94,751523.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P25398,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,14,2,10,2,14.5,RPS12,2722121.02,2886960.72,1223854.56,685951.76,944827.52,3969977.48,1146939.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y3B4,Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1,21,2,10,2,14.6,SF3B6,104791.91,1706727.56,434950.02,375227.17,77705.77,1715212.97,438663.86,64551.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P49750,YLP motif-containing protein 1 OS=Homo sapiens OX=9606 GN=YLPM1 PE=1 SV=4,5,7,10,7,241.5,YLPM1,427261.25,388555.81,187544.52,145355.97,65862.03,1338520.13,480940.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P53680,AP-2 complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=2,15,2,10,2,17,AP2S1,165309.30,3728239.69,595122.07,432150.50,232229.36,2952188.53,515960.30,282639.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P67812,Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens OX=9606 GN=SEC11A PE=1 SV=1,9,2,10,2,20.6,SEC11A,920315.75,2510685.47,678154.54,473635.89,182712.29,2380728.66,693646.26,212513.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P18754,Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1,5,2,9,2,44.9,RCC1,,1329500.19,244388.84,245901.80,133323.63,894488.06,426087.28,853389.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WVV9,Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens OX=9606 GN=HNRNPLL PE=1 SV=1,13,5,9,5,60,HNRNPLL,395160.63,1316206.22,425798.95,700419.16,405820.03,1721754.72,1103091.89,541967.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15226,NF-kappa-B-repressing factor OS=Homo sapiens OX=9606 GN=NKRF PE=1 SV=2,8,5,9,5,77.6,NKRF,398765.38,1491865.36,103503.09,554356.02,76714.14,983636.94,1243623.75,145048.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,3,2,9,2,59.3,CCT7,329458.38,496441.63,100102.90,165398.83,281944.11,903164.19,422038.61,71112.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P33240,Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1,8,4,9,2,60.9,CSTF2,,442478.66,189027.48,142077.47,84376.98,330152.88,187734.84,138157.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UBP9,PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens OX=9606 GN=GULP1 PE=1 SV=1,19,5,9,5,34.5,GULP1,1213135.94,2020573.31,61764.45,57868.25,55848.96,1453881.72,,173286.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96L73,"Histone-lysine N-methyltransferase, H3 lysine-36 specific OS=Homo sapiens OX=9606 GN=NSD1 PE=1 SV=1",2,4,9,4,296.5,NSD1,175174.11,1077125.28,208567.53,154074.82,149350.95,960723.72,634820.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P0L0,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,11,3,9,3,27.9,VAPA,128457.71,1074752.06,290233.60,270478.94,137235.89,1147507.66,242102.11,128182.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7Z3B4,Nucleoporin p54 OS=Homo sapiens OX=9606 GN=NUP54 PE=1 SV=2,15,6,9,6,55.4,NUP54,132793.27,151421.50,58080.91,,65677.95,420814.28,123347.41,2010000.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
