Protein FDR Confidence Combined,Master,Accession,Description,% Coverage,# Peptides,# PSMs,# Unique Peptides,MW in kDa,Gene Symbol,"t=24 WT TAZ, Abundance QEX3_1244798","t=24 YT2 TAZ, Abundance QEX3_1244799","t=24 WT YAP, Abundance QEX3_1244800","t=24 YT2 TAZ, Abundance QEX3_1244801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13625,Apoptosis-stimulating of p53 protein 2 OS=Homo sapiens OX=9606 GN=TP53BP2 PE=1 SV=2,4,4,5,4,125.5,TP53BP2,450634.13,,273043.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O15371,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,5,2,5,2,63.9,EIF3D,247632.26,,268461.27,8303.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,A5YKK6,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,1,3,5,3,266.8,CNOT1,,,51444.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P19447,General transcription and DNA repair factor IIH helicase subunit XPB OS=Homo sapiens OX=9606 GN=ERCC3 PE=1 SV=1,4,3,5,3,89.2,ERCC3,83009.07,,149626.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P20700,Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2,7,4,5,3,66.4,LMNB1,606150.76,,408191.57,8114.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96S97,Myeloid-associated differentiation marker OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=2,10,2,5,2,35.3,MYADM,655463.27,8275.63,793294.16,13452.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P35240,Merlin OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1,6,3,5,3,69.6,NF2,284891.70,,278483.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8WU90,Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,6,3,5,3,48.6,ZC3H15,195572.82,,228644.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P42677,Small ribosomal subunit protein eS27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3,40,3,5,3,9.5,RPS27,1054227.94,31802.00,1983647.86,43791.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UQR0,Sex comb on midleg-like protein 2 OS=Homo sapiens OX=9606 GN=SCML2 PE=1 SV=1,8,4,5,4,77.2,SCML2,192410.42,,235079.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9H5H4,Zinc finger protein 768 OS=Homo sapiens OX=9606 GN=ZNF768 PE=1 SV=2,4,2,5,1,60.2,ZNF768,41199.25,,53866.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y3B2,Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1,15,3,5,3,21.4,EXOSC1,164100.65,11730.79,323542.86,9941.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8IY18,Structural maintenance of chromosomes protein 5 OS=Homo sapiens OX=9606 GN=SMC5 PE=1 SV=2,4,4,5,4,128.7,SMC5,161139.64,,298749.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43172,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2,15,5,5,5,58.4,PRPF4,193277.33,10221.04,223933.46,7971.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O43670,BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1,10,4,5,4,50.7,ZNF207,393636.45,19728.21,546698.36,26641.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6PJT7,Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1,4,3,5,3,82.8,ZC3H14,92914.07,,132348.48,4837.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O94875,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SORBS2 PE=1 SV=3,4,3,5,3,124,SORBS2,113475.17,,370397.63,21133.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96T60,Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens OX=9606 GN=PNKP PE=1 SV=1,6,3,5,3,57,PNKP,157724.05,41684.46,225109.18,33124.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NVV4,"Poly(A) RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=MTPAP PE=1 SV=1",14,5,5,5,66.1,MTPAP,198651.04,15939.69,380986.78,13984.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P78524,DENN domain-containing protein 2B OS=Homo sapiens OX=9606 GN=DENND2B PE=1 SV=3,4,4,5,4,126.4,DENND2B,141425.09,,274056.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75683,Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,7,3,5,3,41.4,SURF6,609192.63,194893.15,742670.82,99513.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3",10,3,5,3,48.4,UQCRC2,29519.09,,28749.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UNQ2,Probable dimethyladenosine transferase OS=Homo sapiens OX=9606 GN=DIMT1 PE=1 SV=1,19,4,5,4,35.2,DIMT1,188098.78,12589.77,318671.49,11870.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O00203,AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,4,3,5,3,121.2,AP3B1,89607.73,,83333.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15678,Tyrosine-protein phosphatase non-receptor type 14 OS=Homo sapiens OX=9606 GN=PTPN14 PE=1 SV=2,7,5,5,5,135.2,PTPN14,74605.15,,413671.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,8,3,5,3,45.5,PRKAR2A,129706.09,,172547.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P14635,G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1,8,3,5,3,48.3,CCNB1,170266.07,,210651.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens OX=9606 GN=BAIAP2 PE=1 SV=1,8,3,5,3,60.8,BAIAP2,165051.18,,117030.74,5316.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86WJ1,Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=3,3,3,5,3,100.9,CHD1L,152088.96,,273308.45,5972.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NV06,DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=2,12,5,5,5,51.4,DCAF13,274728.25,,563229.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15392,Delta(24)-sterol reductase OS=Homo sapiens OX=9606 GN=DHCR24 PE=1 SV=2,8,4,5,4,60.1,DHCR24,407933.61,,483102.59,15391.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NX63,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1,14,3,5,3,26.1,CHCHD3,504155.96,,391459.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60231,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2,3,3,5,2,119.2,DHX16,51676.18,,55566.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P48047,"ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1",15,3,5,3,23.3,ATP5PO,350925.22,,442864.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UKN8,General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2,5,4,5,4,91.9,GTF3C4,304610.52,29819.50,375103.11,28554.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NVN8,Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens OX=9606 GN=GNL3L PE=1 SV=1,9,4,5,4,65.5,GNL3L,144288.12,9328.53,251265.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13867,Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1,5,2,5,2,52.5,BLMH,119415.99,64147.61,51710.87,136501.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96EV2,RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3,4,3,5,3,129.9,RBM33,105305.05,,137012.02,6374.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NWT1,p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2,10,3,5,3,43.9,PAK1IP1,318294.52,29910.54,547915.08,26063.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P2N5,RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2,4,4,5,4,118.6,RBM27,143860.39,14608.83,167282.19,12829.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q01081,Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3,12,3,5,3,27.9,U2AF1,540845.16,81892.37,676374.59,89503.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13895,Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3,10,4,5,4,49.6,BYSL,453092.25,6135.27,738181.38,10971.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P11137,Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4,2,3,5,3,199.4,MAP2,344686.38,17947.87,381020.11,10322.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6KC79,Nipped-B-like protein OS=Homo sapiens OX=9606 GN=NIPBL PE=1 SV=2,1,3,5,3,315.9,NIPBL,98329.81,,200492.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6P1L8,Large ribosomal subunit protein uL14m OS=Homo sapiens OX=9606 GN=MRPL14 PE=1 SV=1,17,2,5,2,15.9,MRPL14,403085.59,63008.83,522578.11,56985.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q8TEW0,Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=2,4,4,5,4,151.3,PARD3,208719.07,,226435.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NRX1,RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1,14,3,5,3,27.9,PNO1,129535.96,,155931.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13601,KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4,14,5,5,5,43.6,KRR1,205893.41,5310.65,331114.76,10855.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P63244,Small ribosomal subunit protein RACK1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3,15,3,5,3,35.1,RACK1,259740.29,,187084.62,17186.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P50579,Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1,7,3,5,3,52.9,METAP2,127432.48,,115218.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NQT4,Exosome complex component RRP46 OS=Homo sapiens OX=9606 GN=EXOSC5 PE=1 SV=1,10,2,5,2,25.2,EXOSC5,217730.13,,354022.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96PY5,Formin-like protein 2 OS=Homo sapiens OX=9606 GN=FMNL2 PE=1 SV=3,4,4,5,4,123.2,FMNL2,170947.13,,157444.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86U38,Nucleolar protein 9 OS=Homo sapiens OX=9606 GN=NOP9 PE=1 SV=1,4,2,5,2,69.4,NOP9,210721.60,,278691.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y2K7,Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=3,3,3,5,3,132.7,KDM2A,179960.82,,215953.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6NYC8,Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1,5,3,5,3,67.9,PPP1R18,388939.20,4446.02,552812.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q13148,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,14,4,5,4,44.7,TARDBP,117131.79,6888.54,82404.05,16558.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UNZ5,Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens OX=9606 GN=C19orf53 PE=1 SV=1,26,3,5,3,10.6,C19orf53,1315183.09,310440.88,1187019.91,64233.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q16527,Cysteine and glycine-rich protein 2 OS=Homo sapiens OX=9606 GN=CSRP2 PE=1 SV=3,27,4,5,4,20.9,CSRP2,196536.36,,516825.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O60942,mRNA-capping enzyme OS=Homo sapiens OX=9606 GN=RNGTT PE=1 SV=1,4,2,4,2,68.5,RNGTT,59333.59,,91160.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9C0J8,pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens OX=9606 GN=WDR33 PE=1 SV=2,2,2,4,2,145.8,WDR33,183204.30,33767.86,223429.52,39185.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P46977,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,4,3,4,3,80.5,STT3A,171754.78,,239926.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9HAU0,Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1,4,3,4,3,127.4,PLEKHA5,135386.75,,184046.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9HCK8,Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens OX=9606 GN=CHD8 PE=1 SV=5,1,2,4,1,290.3,CHD8,56574.89,13803.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q99569,Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2,3,3,4,3,131.8,PKP4,138367.77,,214656.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UBU9,Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1,5,3,4,3,70.1,NXF1,133209.54,18639.18,153778.49,26767.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P49792,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,1,3,4,3,358,RANBP2,62983.75,,40083.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y224,"RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",16,3,4,3,28.1,RTRAF,83537.39,,100346.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UJW0,Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,9,3,4,3,52.3,DCTN4,67213.22,,123848.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P11908,Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2,9,2,4,2,34.7,PRPS2,97022.06,,88186.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,4,3,4,3,89.3,VCP,262595.07,,140210.59,14938.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,5,3,4,3,66.1,FARSB,102082.70,,82312.03,12425.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UPN6,SR-related and CTD-associated factor 8 OS=Homo sapiens OX=9606 GN=SCAF8 PE=1 SV=1,2,2,4,1,140.4,SCAF8,112501.85,,338896.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7L7X3,Serine/threonine-protein kinase TAO1 OS=Homo sapiens OX=9606 GN=TAOK1 PE=1 SV=1,3,3,4,3,116,TAOK1,79504.19,,312897.42,8608.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7Z7K6,Centromere protein V OS=Homo sapiens OX=9606 GN=CENPV PE=1 SV=1,17,3,4,3,29.9,CENPV,41340.29,,55379.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,E9PRG8,Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2,17,2,4,2,14.2,C11orf98,405648.73,183510.16,623209.70,198288.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q16698,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1",10,2,4,2,36,DECR1,327944.16,,469828.78,27804.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9P0L0,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,11,2,4,2,27.9,VAPA,52699.45,,157533.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q7KZI7,Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2,6,3,4,3,87.9,MARK2,162025.17,12742.55,298200.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O75525,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 OS=Homo sapiens OX=9606 GN=KHDRBS3 PE=1 SV=1",6,4,4,1,38.8,KHDRBS3,,,61900.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2,10,3,4,3,44.5,FKBP8,,,74177.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P55209,Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,12,3,4,3,45.3,NAP1L1,127152.36,,145944.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q969G3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2,11,4,4,4,46.6,SMARCE1,197357.27,5250.52,462287.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,5,3,4,3,63.8,MTDH,225925.04,,246779.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95696,Bromodomain-containing protein 1 OS=Homo sapiens OX=9606 GN=BRD1 PE=1 SV=1,2,3,4,3,119.4,BRD1,311818.34,21583.57,385223.09,8423.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q12955,Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3,1,3,4,3,480.1,ANK3,70050.43,,109433.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2,8,2,4,2,34.3,HSD17B12,64863.00,,91135.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9UHB9,Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,6,4,4,4,70.7,SRP68,102237.62,38630.50,98175.70,22251.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q14146,Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens OX=9606 GN=URB2 PE=1 SV=2,3,4,4,4,170.4,URB2,46120.19,,104028.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q15024,Exosome complex component RRP42 OS=Homo sapiens OX=9606 GN=EXOSC7 PE=1 SV=3,9,2,4,2,31.8,EXOSC7,52659.58,,186714.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P49959,Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3,4,3,4,3,80.5,MRE11,178568.89,,256412.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95573,Fatty acid CoA ligase Acsl3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3,7,4,4,4,80.4,ACSL3,81138.64,,99419.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q9Y520,Protein PRRC2C OS=Homo sapiens OX=9606 GN=PRRC2C PE=1 SV=4,1,3,4,2,316.7,PRRC2C,143160.47,,192408.47,4243.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P33991,DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5,7,4,4,4,96.5,MCM4,158564.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q6SPF0,Sterile alpha motif domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SAMD1 PE=1 SV=1,3,2,4,2,56,SAMD1,79834.55,,102420.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q92900,Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,4,4,4,4,124.3,UPF1,223137.18,12971.02,189923.20,23927.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P26992,Ciliary neurotrophic factor receptor subunit alpha OS=Homo sapiens OX=9606 GN=CNTFR PE=1 SV=2,8,3,4,3,40.6,CNTFR,389838.95,22603.91,264763.02,38258.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,5,3,4,3,94.3,HSPA4,116728.87,,73630.83,9799.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q96PV6,Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=3,8,4,4,4,88.1,LENG8,28395.93,8804.27,296921.78,6002.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95478,Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens OX=9606 GN=NSA2 PE=1 SV=1,13,3,4,3,30,NSA2,71736.80,,135542.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,Q32MZ4,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,4,2,4,1,89.2,LRRFIP1,23639.21,,61676.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,O95235,Kinesin-like protein KIF20A OS=Homo sapiens OX=9606 GN=KIF20A PE=1 SV=1,3,3,4,3,100.2,KIF20A,208608.09,,236994.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High,Master Protein,P53007,"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",8,2,4,2,34,SLC25A1,209172.98,,182732.54,21963.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
